,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Age Groups
1354,222716,22 Everton,25,Brazil,79,80,SL Benfica,21000000,16000,1931,Right,1,3,4,High/ Low,Normal (170-185),Left Midfielder,2020-08-14,2026,174cm,72kg,43600000,7.0,Adult
1355,188537,L. Négo,31,Hungary,72,72,Manchester United,0,0,1931,Right,1,3,3,High/ High,Lean (170-185),Substitute,2021-01-01,2023,181cm,71kg,5376265,7.0,Senior
1356,228415,L. Godoy,27,Argentina,75,76,Estudiantes de La Plata,6000000,12000,1931,Right,1,3,3,High/ Medium,Normal (170-185),Right Back,2020-09-15,2024,173cm,70kg,9500000,29.0,Adult
1357,247361,B. Aaronson,21,United States,74,81,Leeds United,8500000,24000,1930,Right,1,3,3,High/ High,Lean (170-185),Central Attacking Midfielder,2022-07-01,2027,176cm,66kg,17900000,7.0,Young
1358,190456,N. Clyne,31,England,74,74,Crystal Palace,3100000,39000,1930,Right,2,2,3,Medium/ High,Normal (170-185),Right Back,2020-10-14,2023,175cm,67kg,5900000,17.0,Senior
1359,251806,Q. Timber,21,Netherlands,72,84,Feyenoord,5500000,6000,1930,Right,1,4,3,High/ High,Normal (170-185),Substitute,2022-07-28,2026,179cm,71kg,9400000,27.0,Young
1360,191210,S. Corchia,31,France,72,72,FC Nantes,1700000,17000,1930,Right,2,3,3,Medium/ Medium,Normal (170-185),Right Wing Back,2020-10-08,2023,175cm,67kg,3400000,24.0,Senior
1361,158144,Salva Sevilla,38,Spain,75,75,Deportivo Alavés,1100000,8000,1930,Right,2,3,3,Medium/ Medium,Normal (170-185),Central Defensive Midfielder,2022-07-01,2023,178cm,71kg,1800000,8.0,Senior
1362,225174,D. Louiserre,27,France,69,71,En Avant de Guingamp,1500000,4000,1930,Right,1,3,3,Medium/ Medium,Normal (170-185),Right Central Midfielder,2022-06-10,2025,172cm,63kg,2700000,4.0,Adult
1363,184472,M. Olsson,34,Sweden,71,71,Malmö FF,700000,6000,1930,Left,1,2,3,High/ Medium,Normal (170-185),Left Back,2021-08-12,2023,180cm,78kg,910000,13.0,Senior
1364,238857,Wilson Manafá,27,Portugal,75,75,FC Porto,5500000,12000,1930,Right,1,4,3,High/ Medium,Normal (170-185),Substitute,2019-01-21,2023,175cm,72kg,11000000,18.0,Adult
1365,207566,William Carvalho,30,Portugal,80,80,Real Betis Balompié,17500000,28000,1930,Right,2,4,3,Medium/ Medium,Normal (185+),Substitute,2018-07-13,2023,187cm,79kg,36800000,14.0,Adult
1366,169705,R. Bertrand,32,England,74,74,Leicester City,2900000,53000,1930,Left,2,3,3,Medium/ Medium,Normal (170-185),Reserve,2021-07-15,2023,179cm,85kg,5500000,5.0,Senior
1367,225855,A. Bobichon,26,France,71,72,Angers SCO,2200000,15000,1929,Right,1,2,3,Medium/ Medium,Normal (170-185),Substitute,2019-08-29,2023,178cm,75kg,4600000,21.0,Adult
1368,237221,J. Foyth,24,Argentina,79,84,Villarreal CF,24500000,29000,1929,Right,1,3,3,Medium/ High,Lean (185+),Right Back,2021-07-01,2026,187cm,69kg,53300000,8.0,Adult
1369,213956,Adama Traoré,26,Spain,79,80,Wolverhampton Wanderers,20500000,90000,1929,Right,1,2,4,High/ Low,Unique,Substitute,2018-08-08,2023,178cm,86kg,40500000,37.0,Adult
1370,246618,A. Hložek,19,Czech Republic,77,87,Bayer 04 Leverkusen,23000000,27000,1929,Right,1,4,3,High/ Medium,Normal (185+),Substitute,2022-07-01,2027,188cm,74kg,43700000,23.0,Young
1371,224520,R. Kent,25,England,76,79,Rangers FC,10000000,51000,1929,Right,1,5,4,High/ Medium,Normal (170-185),Left Winger,2019-09-02,2023,172cm,65kg,18800000,14.0,Adult
1372,205402,J. Boëtius,28,Netherlands,75,75,Hertha BSC,5500000,29000,1929,Right,2,4,4,Medium/ Medium,Normal (170-185),Substitute,2022-08-08,2025,179cm,73kg,9400000,10.0,Adult
1373,269780,T. Roberts,29,Zimbabwe,78,78,AFC Richmond,14000000,57000,1929,Right,1,3,3,High/ Medium,Normal (170-185),Substitute,2019-07-01,2023,178cm,82kg,26600000,16.0,Adult
1374,234948,L. Amani,24,Côte d'Ivoire,70,74,Royale Union Saint-Gilloise,2300000,8000,1929,Right,1,4,3,High/ High,Lean (170-185),Right Central Midfielder,2021-07-01,2025,172cm,64kg,3600000,8.0,Adult
1375,188955,G. Bou,32,Argentina,77,77,New England Revolution,8500000,11000,1929,Right,1,4,4,Medium/ Low,Normal (170-185),Striker,2019-07-10,2023,175cm,72kg,12800000,7.0,Senior
1376,205330,19 J. Louis,25,Haiti,69,72,Stade Malherbe Caen,1300000,10000,1928,Left,1,2,3,High/ Medium,Stocky (170-185),Reserve,2015-07-20,2023,171cm,74kg,2700000,34.0,Adult
1377,185422,J. King,30,Norway,75,75,Fenerbahçe SK,5500000,58000,1928,Right,1,3,4,Medium/ Low,Normal (170-185),Substitute,2022-07-13,2024,184cm,82kg,10500000,15.0,Adult
1378,225071,B. Whiteman,26,England,71,74,Preston North End,2400000,22000,1928,Right,1,3,3,Medium/ Medium,Normal (185+),Central Defensive Midfielder,2021-01-14,2024,185cm,68kg,4700000,4.0,Adult
1379,211378,J. Irvine,29,Australia,70,70,FC St. Pauli,1600000,11000,1928,Right,1,3,3,Medium/ Medium,Normal (185+),Left Defensive Midfielder,2021-01-01,2023,189cm,70kg,2600000,22.0,Adult
1380,212118,M. Grimes,26,England,73,74,Swansea City,3600000,23000,1928,Left,1,5,3,Medium/ High,Lean (170-185),Left Central Midfielder,2015-01-02,2025,179cm,70kg,7100000,8.0,Adult
1381,215333,D. Zapata,31,Colombia,83,83,Atalanta,30500000,77000,1928,Right,2,4,3,High/ Medium,Stocky (185+),Striker,2020-01-17,2024,189cm,88kg,51900000,91.0,Senior
1382,178509,O. Giroud,35,France,82,82,AC Milan,13000000,66000,1928,Left,3,3,3,Medium/ Medium,Normal (185+),Striker,2021-07-17,2023,192cm,93kg,22100000,9.0,Senior
1383,233556,R. Orsolini,25,Italy,76,79,Bologna,10000000,32000,1928,Left,2,4,4,High/ Medium,Normal (170-185),Substitute,2019-07-01,2024,183cm,73kg,17800000,7.0,Adult
1384,255882,F. Díaz,19,Uruguay,72,83,Liverpool Fútbol Club,4800000,500,1928,Right,1,3,2,Medium/ High,Lean (170-185),Central Defensive Midfielder,2019-07-01,2023,176cm,69kg,11300000,29.0,Young
1385,256692,M. Name,27,Senegal,71,74,Paris FC,2200000,7000,1928,Right,1,4,2,High/ High,Lean (170-185),Central Attacking Midfielder,2020-06-29,2023,183cm,73kg,4100000,5.0,Adult
1386,124375,B. Yılmaz,36,Turkey,77,77,Fortuna Sittard,3600000,14000,1928,Right,2,4,3,High/ Medium,Normal (185+),Striker,2022-07-01,2024,188cm,77kg,5400000,17.0,Senior
1387,269778,O. Kukoč,22,England,75,82,AFC Richmond,11500000,37000,1928,Right,1,3,3,High/ Medium,Normal (170-185),Substitute,2019-07-01,2023,174cm,61kg,24200000,7.0,Young
1388,211108,22 Fei Nanduo,28,China PR,77,77,Guangzhou FC,10500000,26000,1928,Left,1,3,4,High/ Low,Lean (170-185),Right Midfielder,2020-01-01,2023,174cm,65kg,16300000,19.0,Adult
1389,211784,N. Maupay,25,France,76,78,Brighton & Hove Albion,9500000,58000,1928,Right,1,4,3,Medium/ Medium,Normal (170-185),Substitute,2019-08-05,2023,173cm,69kg,18800000,9.0,Adult
1390,244895,A. Yusuf,21,Nigeria,70,77,Royal Antwerp FC,3200000,9000,1927,Right,1,3,3,High/ High,Lean (170-185),Central Defensive Midfielder,2021-07-16,2025,173cm,66kg,5400000,8.0,Young
1391,216194,Dani García,32,Spain,75,75,Athletic Club de Bilbao,4400000,24000,1927,Right,1,3,3,Low/ High,Normal (170-185),Substitute,2018-07-02,2024,180cm,81kg,9200000,14.0,Senior
1392,189725,T. Cleverley,32,England,73,73,Watford,2400000,34000,1927,Right,2,3,3,High/ Medium,Normal (170-185),Right Central Midfielder,2017-07-01,2023,175cm,67kg,4600000,8.0,Senior
1393,257536,J. Kuchta,25,Czech Republic,77,80,AC Sparta Praha,14000000,1000,1927,Right,1,3,2,High/ High,Lean (185+),Striker,2022-01-12,2026,185cm,80kg,31900000,9.0,Adult
1394,237153,L. Blessing,25,Ghana,70,74,Los Angeles FC,2200000,5000,1927,Right,1,4,3,High/ High,Normal (170-),Substitute,2017-12-12,2023,160cm,64kg,3500000,7.0,Adult
1395,199231,Kim Tae Hwan,32,Korea Republic,72,72,Ulsan Hyundai FC,1600000,8000,1927,Right,1,3,3,High/ High,Normal (170-185),Right Back,2015-02-02,2023,177cm,72kg,2100000,23.0,Senior
1396,231352,T. Abraham,24,England,82,85,Roma,42000000,77000,1927,Right,2,3,3,High/ Medium,Lean (185+),Striker,2021-08-17,2026,195cm,86kg,74600000,9.0,Adult
1397,247832,Thierry Correia,23,Portugal,76,82,Valencia CF,11000000,25000,1927,Right,1,4,3,High/ Medium,Normal (170-185),Right Back,2019-09-02,2026,176cm,69kg,25300000,2.0,Adult
1398,139068,Nani,35,Portugal,77,77,Melbourne Victory,4300000,9000,1927,Right,4,5,4,High/ Medium,Lean (170-185),Right Midfielder,2022-07-12,2024,177cm,72kg,5400000,17.0,Senior
1399,240992,N. Estévez,26,Argentina,69,71,Parma,1700000,3000,1927,Right,1,3,3,Medium/ Medium,Lean (170-185),Left Defensive Midfielder,2022-07-02,2026,181cm,77kg,2800000,8.0,Adult
1400,224389,J. Larsson,25,Sweden,74,79,FC Schalke 04,6500000,22000,1927,Left,1,3,3,High/ High,Lean (170-185),Substitute,2022-08-05,2025,175cm,68kg,12200000,7.0,Adult
1401,190885,A. Smith,31,England,74,74,AFC Bournemouth,3100000,36000,1927,Right,1,3,3,Medium/ High,Lean (170-185),Right Back,2014-01-28,2024,180cm,78kg,6200000,15.0,Senior
1402,254487,Matheus Henrique,24,Brazil,74,78,U.S. Sassuolo Calcio,6000000,24000,1927,Right,1,4,3,Medium/ Medium,Normal (170-185),Substitute,2022-07-01,2026,175cm,71kg,10700000,7.0,Adult
1403,258615,Zarraga,23,Spain,73,80,Athletic Club de Bilbao,6000000,18000,1927,Right,1,3,3,High/ Medium,Normal (170-185),Substitute,2019-07-01,2023,175cm,76kg,13800000,19.0,Adult
1404,257279,Álex Baena,20,Spain,74,81,Villarreal CF,8500000,19000,1926,Right,1,4,3,High/ Medium,Normal (170-185),Substitute,2019-07-01,2025,174cm,69kg,19600000,17.0,Young
1405,228312,R. Lod,29,Finland,73,73,Minnesota United FC,3000000,8000,1926,Left,1,4,3,Medium/ Low,Stocky (170-185),Right Central Midfielder,2021-01-01,2023,181cm,82kg,4500000,8.0,Adult
1406,201153,Morata,29,Spain,80,80,Atlético de Madrid,21000000,66000,1926,Right,3,4,3,Medium/ Medium,Unique,Substitute,2020-07-01,2023,190cm,84kg,43100000,19.0,Adult
1407,240740,C. Hudson-Odoi,21,England,77,84,Chelsea,21500000,72000,1926,Right,2,3,4,High/ Medium,Normal (170-185),Substitute,2017-07-05,2024,177cm,79kg,44100000,20.0,Young
1408,210930,Carles Gil,29,Spain,80,80,New England Revolution,20500000,13000,1926,Left,2,4,4,High/ Medium,Normal (170-),Central Attacking Midfielder,2019-02-13,2024,170cm,65kg,30800000,10.0,Adult
1409,181318,A. Ekdal,32,Sweden,75,75,Spezia,4400000,18000,1926,Right,2,3,3,Medium/ Medium,Lean (185+),Left Central Midfielder,2021-01-01,2023,186cm,82kg,7900000,8.0,Senior
1410,199069,V. Aboubakar,30,Cameroon,75,75,Al Nassr,5500000,38000,1926,Right,2,4,4,High/ Medium,Stocky (170-185),Striker,2021-06-26,2024,184cm,82kg,9400000,26.0,Adult
1411,223197,E. Ünal,25,Turkey,78,82,Getafe CF,20000000,31000,1926,Right,1,3,3,High/ Medium,Normal (185+),Left Striker,2020-08-12,2025,187cm,78kg,43500000,10.0,Adult
1412,222240,Ji Xiang,32,China PR,70,70,Shandong Taishan,1100000,11000,1926,Right,1,4,3,High/ High,Stocky (185+),Substitute,2021-01-01,2023,185cm,75kg,1800000,24.0,Senior
1413,239015,E. Dennis,24,Nigeria,76,80,Watford,11000000,40000,1926,Right,1,3,4,Medium/ Low,Normal (170-185),Left Winger,2021-07-01,2026,175cm,66kg,21700000,25.0,Adult
1414,193425,22 H. Behrens,31,Germany,70,70,F.C. Hansa Rostock,1300000,7000,1926,Right,1,3,3,Medium/ Medium,Normal (185+),Central Attacking Midfielder,2021-07-01,2023,188cm,82kg,2000000,17.0,Senior
1415,241486,J. Koundé,23,France,84,89,FC Barcelona,57500000,150000,1926,Right,2,3,2,High/ High,Normal (170-185),Right Center Back,2022-07-28,2027,181cm,75kg,122200000,25.0,Adult
1416,271294,O. Shukurov,26,Uzbekistan,70,73,Fatih Karagümrük S.K.,2100000,14000,1926,Right,1,4,2,Medium/ High,Normal (170-185),Left Winger,2022-07-27,2024,183cm,77kg,4400000,29.0,Adult
1417,45674,17 M. Essien,33,Ghana,74,74,Panathinaikos FC,1500000,2000,1926,Right,3,4,3,Medium/ Medium,Normal (170-185),Reserve,2015-07-01,2023,177cm,85kg,5376265,2.0,Senior
1418,183899,P. Piatti,33,Argentina,74,74,Estudiantes de La Plata,2600000,13000,1926,Left,2,2,3,High/ Medium,Normal (170-),Substitute,2022-06-15,2024,163cm,63kg,3900000,31.0,Senior
1419,240702,R. Yaremchuk,26,Ukraine,76,79,SL Benfica,10000000,15000,1925,Right,1,3,3,High/ Medium,Lean (185+),Substitute,2021-07-31,2026,193cm,83kg,20800000,9.0,Adult
1420,246608,22 Fidalgo,24,Spain,73,78,Club América,4600000,30000,1925,Right,1,4,4,High/ Medium,Lean (170-185),Right Defensive Midfielder,2021-06-04,2025,172cm,70kg,8200000,8.0,Adult
1421,242534,C. Cásseres Jr,22,Venezuela,71,79,New York Red Bulls,4000000,5000,1925,Right,1,4,3,High/ High,Normal (170-185),Left Defensive Midfielder,2018-02-02,2023,175cm,68kg,6600000,23.0,Young
1422,201290,R. Žulj,30,Austria,75,75,LASK Linz,5500000,26000,1925,Right,1,3,3,Medium/ Medium,Normal (185+),Central Attacking Midfielder,2022-07-17,2025,189cm,89kg,8300000,10.0,Adult
1423,210381,C. Lykogiannis,28,Greece,73,73,Bologna,2800000,24000,1925,Left,1,3,2,High/ Medium,Normal (185+),Substitute,2022-07-01,2024,190cm,87kg,4800000,22.0,Adult
1424,231838,M. Wöber,24,Austria,75,80,FC Red Bull Salzburg,7500000,20000,1925,Left,1,3,2,Medium/ High,Normal (185+),Left Center Back,2019-08-13,2025,189cm,82kg,11800000,39.0,Adult
1425,183883,19 S. Tshabalala,33,South Africa,76,76,BB Erzurumspor,4700000,15000,1925,Left,2,2,4,High/ Medium,Lean (170-),Central Attacking Midfielder,2018-08-28,2023,170cm,65kg,9100000,33.0,Senior
1426,212941,16 Mayke,22,Brazil,74,80,Cruzeiro,3900000,40000,1925,Right,1,3,2,Medium/ Medium,Normal (170-185),Right Back,2013-01-01,2023,178cm,68kg,5376265,22.0,Young
1427,246284,Óscar Gil,24,Spain,76,81,RCD Espanyol de Barcelona,10500000,15000,1925,Right,1,3,3,High/ High,Normal (170-185),Right Back,2020-09-07,2024,173cm,70kg,22800000,2.0,Adult
1428,218623,Cafú,29,Portugal,69,69,Nottingham Forest,1200000,24000,1924,Right,1,3,3,Medium/ High,Stocky (185+),Substitute,2021-02-02,2023,185cm,82kg,2400000,18.0,Adult
1429,244176,D. Undav,25,Germany,77,80,Brighton & Hove Albion,14000000,63000,1924,Right,1,5,3,Medium/ Low,Stocky (170-185),Substitute,2022-01-31,2026,178cm,86kg,27700000,21.0,Adult
1430,234774,K. Laifis,29,Cyprus,72,72,Standard de Liège,2000000,12000,1924,Left,1,3,2,Medium/ Medium,Normal (185+),Left Center Back,2018-05-08,2023,186cm,84kg,3000000,34.0,Adult
1431,45661,12 Raúl,34,Spain,81,81,FC Schalke 04,4300000,50000,1924,Left,3,4,3,High/ Medium,Lean (170-185),Central Attacking Midfielder,2010-01-01,2023,180cm,68kg,5376265,7.0,Senior
1432,205175,A. Milik,28,Poland,79,79,Olympique de Marseille,18000000,50000,1924,Left,3,3,3,Medium/ Medium,Normal (185+),Striker,2022-07-01,2025,186cm,80kg,34200000,9.0,Adult
1433,240915,Miranda,22,Spain,76,84,Real Betis Balompié,16000000,18000,1924,Left,1,3,3,Medium/ Medium,Lean (185+),Substitute,2021-06-30,2024,185cm,79kg,36800000,33.0,Young
1434,255742,R. Hatate,24,Japan,72,79,Celtic,4700000,30000,1924,Right,1,3,2,High/ High,Normal (170-185),Substitute,2022-01-01,2025,171cm,70kg,9400000,41.0,Adult
1435,254206,A. Alvarado,23,Ecuador,72,80,LDU Quito,5000000,700,1924,Right,1,3,4,High/ Low,Normal (170-),Left Midfielder,2021-01-01,2023,165cm,69kg,11800000,8.0,Adult
1436,241487,J. Ferreira,21,United States,74,84,FC Dallas,9500000,7000,1924,Right,1,4,2,High/ Medium,Lean (170-185),Striker,2016-11-17,2025,173cm,64kg,16200000,10.0,Young
1437,203263,H. Maguire,29,England,81,82,Manchester United,24000000,120000,1924,Right,3,3,2,High/ Medium,Stocky (185+),Right Center Back,2019-08-05,2024,194cm,100kg,47400000,5.0,Adult
1438,259281,T. Monare,32,South Africa,66,66,Orlando Pirates,675000,500,1924,Right,1,3,2,High/ Medium,Lean (170-185),Reserve,2020-10-14,2026,178cm,73kg,1500000,16.0,Senior
1439,248573,J. Dina Ebimbe,21,France,71,78,Paris Saint-Germain,3800000,29000,1924,Right,1,3,3,Medium/ Medium,Normal (170-185),Reserve,2019-04-17,2023,183cm,81kg,7800000,28.0,Young
1440,232477,S. Al Ghannam,28,Saudi Arabia,72,72,Al Nassr,2100000,25000,1923,Right,1,4,3,High/ High,Lean (170-),Right Back,2018-06-01,2024,170cm,62kg,3600000,2.0,Adult
1441,199504,T. Xhaka,31,Albania,70,70,FC Basel 1893,1100000,10000,1923,Right,1,4,3,Medium/ High,Normal (170-185),Left Defensive Midfielder,2010-07-01,2024,172cm,72kg,1700000,34.0,Senior
1442,39943,14 J. Park,32,Korea Republic,78,78,PSV,4099999,80000,1923,Right,3,3,3,High/ High,Normal (170-185),Right Central Midfielder,2021-01-01,2023,178cm,73kg,5376265,33.0,Senior
1443,246748,Aihen Muñoz,24,Spain,75,81,Real Sociedad,8500000,22000,1923,Left,1,3,3,High/ Medium,Lean (170-185),Substitute,2017-07-01,2024,175cm,68kg,19600000,12.0,Adult
1444,257889,K. Jakić,25,Croatia,76,79,Eintracht Frankfurt,9000000,23000,1923,Right,1,3,2,Medium/ High,Normal (170-185),Substitute,2021-01-01,2023,181cm,75kg,16000000,16.0,Adult
1445,229188,V. Pavlidis,23,Greece,76,82,AZ Alkmaar,12000000,11000,1923,Right,1,4,3,High/ Medium,Normal (185+),Striker,2021-07-09,2025,185cm,82kg,20400000,9.0,Adult
1446,224422,J. Boga,25,Côte d'Ivoire,77,80,Atalanta,14000000,47000,1923,Right,1,3,4,High/ Medium,Normal (170-185),Substitute,2022-07-01,2026,172cm,68kg,24900000,10.0,Adult
1447,189454,D. Díaz,36,Ecuador,75,75,Barcelona Sporting Club,1800000,950,1923,Right,1,4,4,High/ Medium,Lean (170-185),Central Attacking Midfielder,2016-02-02,2023,174cm,67kg,4000000,10.0,Senior
1448,223790,S. Becker,27,Suriname,76,77,1. FC Union Berlin,9000000,32000,1923,Right,1,2,3,Medium/ Low,Normal (170-185),Left Striker,2019-07-01,2023,180cm,77kg,16900000,27.0,Adult
1449,225719,K. Iheanacho,25,Nigeria,77,79,Leicester City,13500000,74000,1923,Left,1,3,4,Medium/ Medium,Normal (185+),Substitute,2017-08-03,2024,185cm,82kg,26700000,14.0,Adult
1450,236530,L. O'Brien,23,England,73,80,Nottingham Forest,6000000,38000,1923,Left,1,2,3,High/ High,Lean (170-185),Right Central Midfielder,2022-07-20,2026,173cm,63kg,13200000,14.0,Adult
1451,193910,A. Forshaw,30,England,73,73,Leeds United,2500000,28000,1923,Right,1,3,3,Medium/ High,Normal (170-185),Substitute,2018-01-18,2023,174cm,71kg,4800000,4.0,Adult
1452,265395,22 A. Sutormin,27,Russia,72,72,Manchester United,0,0,1923,Right,1,3,2,Medium/ Medium,Normal (185+),Substitute,2021-01-01,2023,188cm,79kg,5376265,18.0,Adult
1453,256769,A. Truffert,20,France,75,84,Stade Rennais FC,12000000,25000,1922,Left,1,3,2,High/ Medium,Lean (170-185),Substitute,2019-07-01,2025,173cm,63kg,25200000,3.0,Young
1454,210688,A. Trondsen,27,Norway,68,69,Trabzonspor,1300000,12000,1922,Left,1,3,3,Medium/ High,Normal (170-185),Reserve,2020-08-12,2024,183cm,78kg,2600000,15.0,Adult
1455,220196,D. Brooks,24,Wales,76,79,AFC Bournemouth,10000000,42000,1922,Left,1,3,4,High/ Medium,Lean (170-185),Reserve,2018-07-01,2023,180cm,62kg,20800000,7.0,Adult
1456,255487,S. Bendebka,29,Algeria,70,70,Al Fateh,1600000,17000,1922,Right,1,2,3,High/ High,Lean (170-185),Central Attacking Midfielder,2020-01-29,2024,181cm,72kg,2600000,28.0,Adult
1457,177392,21 D. Mbokani,34,Congo DR,77,77,Royal Antwerp FC,5000000,25000,1921,Right,2,4,3,High/ Medium,Normal (185+),Right Striker,2018-08-25,2023,185cm,73kg,7500000,70.0,Senior
1458,229359,Jorge Miramón,33,Spain,71,71,CD Leganés,975000,8000,1921,Right,1,3,3,High/ Medium,Normal (170-185),Right Back,2022-07-19,2023,175cm,74kg,1500000,21.0,Senior
1459,224179,Borja Iglesias,29,Spain,81,81,Real Betis Balompié,25500000,36000,1921,Right,2,3,3,High/ Medium,Lean (185+),Striker,2019-08-14,2026,187cm,86kg,53600000,9.0,Adult
1460,214207,F. Pardo,31,Colombia,73,73,Independiente Medellín,2500000,3000,1921,Right,1,4,3,High/ Medium,Stocky (170-185),Right Midfielder,2022-01-01,2023,178cm,81kg,3500000,17.0,Senior
1461,245541,G. Reyna,19,United States,77,86,Borussia Dortmund,23000000,24000,1921,Right,2,2,4,Medium/ Medium,Normal (185+),Substitute,2019-12-07,2025,185cm,79kg,43700000,7.0,Young
1462,246183,T. Wiesner,24,Czech Republic,73,76,AC Sparta Praha,3800000,750,1921,Right,1,2,2,High/ Low,Lean (170-185),Substitute,2015-07-01,2023,176cm,72kg,8600000,28.0,Adult
1463,187598,Rafael Tolói,31,Italy,81,81,Atalanta,17500000,55000,1921,Right,2,3,2,Medium/ High,Lean (185+),Right Center Back,2015-08-26,2024,185cm,75kg,29800000,2.0,Senior
1464,252008,22 I. Reyes,21,Mexico,74,81,Puebla FC,8000000,6000,1921,Right,1,4,2,Medium/ Medium,Normal (170-185),Left Central Midfielder,2021-06-15,2024,179cm,73kg,15200000,12.0,Young
1465,203581,I. Balliu,30,Albania,75,75,Rayo Vallecano,4800000,18000,1921,Right,1,3,3,High/ Medium,Normal (170-185),Right Back,2021-07-14,2023,174cm,65kg,10100000,20.0,Adult
1466,215081,G. Hachen,31,Argentina,70,70,Club Atlético Independiente,1300000,9000,1921,Left,1,3,3,Medium/ Medium,Stocky (170-),Substitute,2022-07-02,2023,168cm,65kg,2000000,19.0,Senior
1467,233982,Vágner Corraldo,22,Brazil,73,73,Club Athletico Paranaense,3300000,10000,1921,Left,1,3,3,Medium/ Medium,Normal (170-185),Left Midfielder,2022-06-20,2025,175cm,70kg,6300000,10.0,Young
1468,153177,M. Zárate,35,Argentina,73,73,Platense,1300000,10000,1921,Right,2,4,4,High/ Low,Normal (170-185),Central Attacking Midfielder,2022-05-28,2023,175cm,77kg,2000000,10.0,Senior
1469,241071,Moreto Cassamá,24,Guinea Bissau,71,78,Stade de Reims,3500000,12000,1921,Right,1,3,3,Medium/ Medium,Normal (170-),Substitute,2019-01-30,2024,165cm,63kg,7700000,23.0,Adult
1470,235515,Benito,26,Spain,71,71,Unión Deportiva Las Palmas,1900000,6000,1921,Left,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2015-07-01,2024,179cm,70kg,3000000,11.0,Adult
1471,186581,20 K. Honda,33,Japan,75,75,Vitesse,4000000,18000,1921,Left,3,3,4,Medium/ Medium,Normal (170-185),Substitute,2019-11-06,2023,182cm,74kg,6000000,33.0,Senior
1472,221969,F. Mladenović,30,Serbia,69,69,Legia Warszawa,1200000,5000,1921,Left,1,3,3,High/ Medium,Lean (170-185),Left Back,2020-07-20,2023,180cm,64kg,1600000,25.0,Adult
1473,213439,J. Osorio,30,Canada,74,74,Toronto FC,4000000,8000,1920,Right,1,5,3,High/ High,Normal (170-185),Substitute,2021-01-01,2023,175cm,68kg,6000000,21.0,Adult
1474,201103,22 Diego Rigonato,33,Brazil,69,69,Deportivo Toluca,725000,9000,1920,Left,1,2,3,Medium/ Medium,Stocky (170-185),Substitute,2019-07-29,2023,175cm,76kg,1200000,33.0,Senior
1475,225995,P. Stojanović,26,Slovenia,75,78,Empoli,7000000,11000,1920,Right,1,3,3,High/ Medium,Lean (170-185),Right Back,2022-06-17,2025,178cm,72kg,13100000,30.0,Adult
1476,216350,A. Ademi,31,North Macedonia,74,74,Dinamo Zagreb,3500000,950,1920,Right,1,3,3,High/ High,Normal (185+),Left Central Midfielder,2010-07-01,2026,185cm,79kg,7700000,5.0,Senior
1477,243559,De Frutos,25,Spain,77,80,Levante Unión Deportiva,14000000,14000,1920,Right,1,4,4,Medium/ Medium,Lean (170-185),Substitute,2020-08-04,2025,176cm,71kg,23500000,18.0,Adult
1478,216054,22 N. Domínguez,31,Argentina,74,74,Racing Club,2900000,15000,1920,Right,1,3,3,Medium/ Medium,Normal (170-185),Substitute,2019-01-21,2023,183cm,71kg,4400000,23.0,Senior
1479,202048,C. Coady,29,England,79,79,Everton,14500000,80000,1920,Right,1,3,2,Low/ High,Normal (185+),Substitute,2021-01-01,2023,186cm,80kg,5376265,30.0,Adult
1480,231138,C. Bassogog,26,Cameroon,74,74,Shanghai Shenhua FC,4700000,14000,1920,Left,1,2,4,High/ Medium,Normal (170-185),Left Striker,2021-02-26,2023,173cm,72kg,7300000,17.0,Adult
1481,228509,J. Reine-Adélaïde,24,France,74,81,Olympique Lyonnais,8500000,40000,1920,Right,2,3,4,High/ Medium,Normal (170-185),Substitute,2019-08-14,2024,184cm,75kg,17900000,22.0,Adult
1482,218746,Pozo,26,Spain,73,76,Rayo Vallecano,4000000,16000,1920,Right,1,4,3,Medium/ Medium,Lean (170-185),Substitute,2018-07-27,2024,171cm,67kg,8700000,22.0,Adult
1483,224013,Sergi Canós,25,Spain,72,74,Brentford,2900000,33000,1919,Right,1,3,3,High/ Medium,Lean (170-185),Substitute,2017-01-31,2023,175cm,66kg,5700000,7.0,Adult
1484,194794,A. Yarmolenko,32,Ukraine,75,75,Al Ain FC,4500000,1000,1919,Left,3,2,4,Medium/ Low,Normal (185+),Right Midfielder,2021-01-01,2023,189cm,76kg,9900000,7.0,Senior
1485,222844,Walace,27,Brazil,74,76,Udinese Calcio,4600000,14000,1919,Right,1,3,3,Medium/ High,Normal (185+),Left Defensive Midfielder,2019-08-12,2024,188cm,75kg,8200000,11.0,Adult
1486,237034,Cucho Hernández,23,Colombia,75,80,Columbus Crew,8500000,9000,1919,Right,1,4,3,High/ Medium,Stocky (170-185),Striker,2022-07-08,2025,176cm,73kg,13400000,9.0,Adult
1487,213114,22 D. Rolán,28,Uruguay,72,72,Fútbol Club Juárez,2400000,10000,1919,Right,2,4,4,Medium/ Medium,Normal (170-185),Substitute,2021-08-17,2026,175cm,70kg,4100000,9.0,Adult
